cd_mun,NM_MUN,SIGLA_UF,NM_REGIAO,pop,icm_faixa,icm_total,dim1,dim2,dim3,porte,perfil_risco,grupo,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
2515807,Serra Redonda,PB,Nordeste,6975.0,B,9.0,2.0,5.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3109402,Buritizeiro,MG,Sudeste,23908.0,C,10.0,4.0,3.0,3.0,Pequeno,Prioritários,prioritario,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
4209201,Lacerdópolis,SC,Sul,2302.0,D,6.0,2.0,2.0,2.0,Pequeno,Prioritário,prioritario,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
4306106,Cruz Alta,RS,Sul,60454.0,D,6.0,0.0,4.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3525508,Joanópolis,SP,Sudeste,13131.0,D,5.0,2.0,3.0,0.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4119004,Pérola d'Oeste,PR,Sul,6218.0,A,13.0,5.0,4.0,4.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2905008,Caculé,BA,Nordeste,23293.0,C,5.0,1.0,2.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5201207,Anhanguera,GO,Centro-oeste,913.0,D,2.0,0.0,0.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2205003,Itainópolis,PI,Nordeste,10969.0,D,4.0,1.0,3.0,0.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3109253,Bugre,MG,Sudeste,4159.0,D,3.0,0.0,2.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2928208,Santana,BA,Nordeste,25521.0,B,6.0,2.0,2.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3304904,São Gonçalo,RJ,Sudeste,960196.0,A,20.0,8.0,7.0,5.0,Médio/Grande,Prioritário,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2409506,Pedra Grande,RN,Nordeste,3736.0,D,2.0,0.0,2.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3166600,Serra da Saudade,MG,Sudeste,856.0,C,6.0,1.0,3.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3101201,Aiuruoca,MG,Sudeste,6389.0,A,13.0,6.0,4.0,3.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2613909,Serra Talhada,PE,Nordeste,98816.0,B,15.0,6.0,6.0,3.0,Pequeno,Prioritário,prioritario,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
4201000,Anita Garibaldi,SC,Sul,8339.0,D,8.0,3.0,5.0,0.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
4209177,Jupiá,SC,Sul,2713.0,C,6.0,1.0,4.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3517307,Guaimbê,SP,Sudeste,5609.0,D,4.0,0.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2507606,Juarez Távora,PB,Nordeste,8088.0,D,2.0,0.0,2.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4110805,Iretama,PR,Sul,10832.0,C,12.0,4.0,4.0,4.0,Pequeno,Prioritários,prioritario,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4119103,Piên,PR,Sul,14409.0,B,12.0,7.0,2.0,3.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2515906,Serraria,PB,Nordeste,4754.0,D,1.0,0.0,1.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3500709,Agudos,SP,Sudeste,38988.0,A,13.0,6.0,4.0,3.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4306072,Cristal do Sul,RS,Sul,2745.0,B,9.0,4.0,4.0,1.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4322806,Veranópolis,RS,Sul,24554.0,A,20.0,8.0,7.0,5.0,Pequeno,Prioritário,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1506302,Salvaterra,PA,Norte,25687.0,C,12.0,7.0,3.0,2.0,Pequeno,Prioritários,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
3158409,Santana de Cataguases,MG,Sudeste,3548.0,D,5.0,0.0,4.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4217204,São Miguel do Oeste,SC,Sul,47724.0,A,13.0,5.0,3.0,5.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2920007,Maiquinique,BA,Nordeste,9009.0,D,8.0,2.0,3.0,3.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3141405,Medina,MG,Sudeste,20455.0,A,10.0,3.0,5.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
2928307,Santanópolis,BA,Nordeste,9035.0,D,2.0,0.0,1.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2401305,Campo Grande,RN,Nordeste,10071.0,D,3.0,0.0,2.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2605707,Floresta,PE,Nordeste,31702.0,D,8.0,2.0,4.0,2.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2912509,Ibipitanga,BA,Nordeste,14317.0,D,5.0,0.0,4.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2205102,Itaueira,PI,Nordeste,10477.0,D,5.0,0.0,4.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4306056,Cristal,RS,Sul,7455.0,B,16.0,5.0,7.0,4.0,Pequeno,Prioritário,prioritario,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
3305000,São João da Barra,RJ,Sudeste,38740.0,B,15.0,6.0,4.0,5.0,Pequeno,Prioritário,prioritario,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
2107001,Montes Altos,MA,Nordeste,9306.0,D,1.0,0.0,1.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4102604,Barracão,PR,Sul,9903.0,C,8.0,4.0,3.0,1.0,Pequeno,Prioritários,prioritario,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2507705,Juazeirinho,PB,Nordeste,17520.0,B,7.0,2.0,3.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
4110904,Itaguajé,PR,Sul,4530.0,D,3.0,1.0,2.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2806602,Santo Amaro das Brotas,SE,Nordeste,11289.0,A,10.0,3.0,4.0,3.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2311405,Quixeramobim,CE,Nordeste,86431.0,B,17.0,6.0,7.0,4.0,Pequeno,Prioritário,prioritario,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
3509106,Caiuá,SP,Sudeste,5599.0,D,4.0,1.0,3.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4314605,Piratini,RS,Sul,17770.0,C,11.0,5.0,3.0,3.0,Pequeno,Prioritários,prioritario,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2409332,Santa Maria,RN,Nordeste,5000.0,A,18.0,8.0,6.0,4.0,Pequeno,Prioritário,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
4306429,Dois Irmãos das Missões,RS,Sul,2132.0,A,12.0,5.0,4.0,3.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
3109204,Buenópolis,MG,Sudeste,9171.0,D,3.0,0.0,3.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4209003,Joaçaba,SC,Sul,31809.0,B,13.0,6.0,4.0,3.0,Pequeno,Prioritário,prioritario,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
3133204,Itanhomi,MG,Sudeste,11264.0,B,15.0,6.0,5.0,4.0,Pequeno,Prioritário,prioritario,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5209200,Guapó,GO,Centro-oeste,20985.0,D,1.0,0.0,0.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2904308,Brejões,BA,Nordeste,13224.0,D,3.0,0.0,2.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1706506,Darcinópolis,TO,Norte,6093.0,D,2.0,0.0,1.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3165909,Senador Modestino Gonçalves,MG,Sudeste,4006.0,D,4.0,0.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2920106,Mairi,BA,Nordeste,18130.0,D,2.0,0.0,2.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4127106,Telêmaco Borba,PR,Sul,77479.0,A,12.0,4.0,5.0,3.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
4102703,Barra do Jacaré,PR,Sul,2872.0,C,5.0,1.0,2.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
2303204,Caririaçu,CE,Nordeste,27532.0,D,4.0,0.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4306403,Dois Irmãos,RS,Sul,31804.0,A,10.0,4.0,4.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2806701,São Cristóvão,SE,Nordeste,101213.0,A,18.0,8.0,6.0,4.0,Pequeno,Prioritário,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2409308,Patu,RN,Nordeste,11215.0,D,6.0,1.0,4.0,1.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3101003,Águas Vermelhas,MG,Sudeste,14567.0,D,4.0,0.0,4.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2515203,São Sebastião do Umbuzeiro,PB,Nordeste,3382.0,D,4.0,2.0,2.0,0.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3109303,Buritis,MG,Sudeste,24779.0,C,5.0,1.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4200804,Anchieta,SC,Sul,5955.0,B,16.0,8.0,4.0,4.0,Pequeno,Prioritário,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
3157708,Santa Juliana,MG,Sudeste,16820.0,C,6.0,1.0,3.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4118907,Pérola,PR,Sul,12389.0,D,4.0,0.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3125002,Ewbank da Câmara,MG,Sudeste,3986.0,C,8.0,3.0,4.0,1.0,Pequeno,Prioritários,prioritario,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3166006,Senhora de Oliveira,MG,Sudeste,5577.0,D,8.0,2.0,3.0,3.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4306379,Dilermando de Aguiar,RS,Sul,2856.0,A,11.0,5.0,4.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
2204402,Gilbués,PI,Nordeste,11193.0,B,6.0,2.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2401107,Areia Branca,RN,Nordeste,24607.0,B,8.0,2.0,4.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
3141207,Matutina,MG,Sudeste,3912.0,D,2.0,0.0,1.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2920452,Mansidão,BA,Nordeste,14542.0,B,10.0,5.0,4.0,1.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4322855,Vespasiano Corrêa,RS,Sul,1851.0,B,10.0,4.0,5.0,1.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1506351,Santa Bárbara do Pará,PA,Norte,22530.0,D,3.0,0.0,2.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2409407,Pau dos Ferros,RN,Nordeste,32123.0,B,8.0,2.0,4.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3501004,Altinópolis,SP,Sudeste,17197.0,A,12.0,5.0,5.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4306502,Dom Feliciano,RS,Sul,13280.0,A,9.0,4.0,3.0,2.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3304805,São Fidélis,RJ,Sudeste,41212.0,B,15.0,5.0,6.0,4.0,Pequeno,Prioritário,prioritario,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
2507002,Itaporanga,PB,Nordeste,24766.0,A,15.0,6.0,5.0,4.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
4217253,São Pedro de Alcântara,SC,Sul,6175.0,B,14.0,5.0,5.0,4.0,Pequeno,Prioritário,prioritario,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
3101102,Aimorés,MG,Sudeste,26212.0,A,17.0,7.0,6.0,4.0,Pequeno,Prioritário,prioritario,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
3157807,Santa Luzia,MG,Sudeste,230382.0,A,19.0,8.0,7.0,4.0,Médio/Grande,Prioritário,prioritario,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4110706,Irati,PR,Sul,61004.0,C,10.0,4.0,4.0,2.0,Pequeno,Prioritários,prioritario,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2928604,Santo Amaro,BA,Nordeste,58398.0,C,11.0,4.0,3.0,4.0,Pequeno,Prioritários,prioritario,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
2614303,Moreilândia,PE,Nordeste,10839.0,D,3.0,0.0,2.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1301951,Itamarati,AM,Norte,11956.0,C,10.0,3.0,4.0,3.0,Pequeno,Prioritários,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
2806008,Ribeirópolis,SE,Nordeste,17365.0,B,6.0,2.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3133006,Itamonte,MG,Sudeste,15245.0,D,8.0,1.0,4.0,3.0,Pequeno,Prioritário,prioritario,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
2401206,Arez,RN,Nordeste,13681.0,A,9.0,3.0,3.0,3.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
3141306,Medeiros,MG,Sudeste,4068.0,D,3.0,0.0,1.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
3501103,Alto Alegre,SP,Sudeste,3874.0,A,14.0,5.0,5.0,4.0,Pequeno,Não Prioritário,pequeno,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
4118857,Perobal,PR,Sul,7599.0,C,5.0,1.0,3.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4102505,Barbosa Ferraz,PR,Sul,10580.0,B,7.0,3.0,2.0,2.0,Pequeno,Não Prioritário,pequeno,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
3149606,Pequi,MG,Sudeste,4265.0,D,2.0,0.0,1.0,1.0,Pequeno,Não Prioritário,pequeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3108602,Brasília de Minas,MG,Sudeste,33262.0,D,6.0,1.0,4.0,1.0,Pequeno,Prioritário,prioritario,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
